,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AvgScore
44,male,group B,Others,free/reduced,none,married,sometimes,yes,0,school_bus,< 10,66,63,56,61.66666667
45,male,group D,some college,standard,none,married,regularly,yes,3,school_bus,< 10,63,54,58,58.33333333
46,female,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,1,school_bus,< 10,44,57,62,54.33333333
47,female,NotStated,some high school,standard,none,married,sometimes,yes,3,private,< 10,62,65,69,65.33333333
48,male,group C,associate's degree,free/reduced,NotStated,married,sometimes,NotStated,2,private,> 10,56,55,59,56.66666667
50,male,group E,associate's degree,standard,completed,single,sometimes,yes,3,Others,< 10,91,79,78,82.66666667
51,female,group C,associate's degree,standard,none,married,sometimes,yes,1,private,< 5,71,76,76,74.33333333
52,female,NotStated,bachelor's degree,free/reduced,none,married,never,yes,0,private,< 10,71,81,78,76.66666667
53,female,group A,high school,free/reduced,none,married,never,yes,0,private,< 10,37,51,50,46
54,female,group D,some college,standard,none,single,regularly,yes,1,school_bus,< 10,83,90,87,86.66666667
55,female,group B,associate's degree,standard,completed,married,NotStated,yes,1,school_bus,< 5,55,73,71,66.33333333
56,male,group A,associate's degree,standard,none,married,sometimes,no,3,school_bus,< 10,86,79,78,81
57,female,group D,some high school,standard,none,married,sometimes,no,2,private,< 5,57,68,64,63
58,female,group B,some college,standard,completed,married,regularly,yes,0,Others,< 10,82,88,95,88.33333333
59,male,group D,master's degree,standard,none,married,never,yes,0,school_bus,< 5,77,75,72,74.66666667
60,female,group C,associate's degree,standard,none,divorced,sometimes,yes,2,school_bus,< 5,53,59,61,57.66666667
61,female,group B,associate's degree,standard,none,divorced,regularly,yes,NotStated,private,< 5,80,95,88,87.66666667
62,female,group C,high school,standard,completed,divorced,NotStated,no,5,school_bus,< 10,58,66,75,66.33333333
63,female,group C,master's degree,free/reduced,completed,divorced,never,no,1,private,< 5,47,66,70,61
64,male,group C,some high school,standard,completed,married,sometimes,yes,3,Others,< 5,72,78,76,75.33333333
65,female,group D,high school,standard,none,divorced,regularly,yes,5,school_bus,< 5,71,75,79,75
66,female,group C,Others,standard,none,single,regularly,yes,5,school_bus,< 10,57,65,68,63.33333333
67,female,group A,master's degree,standard,NotStated,married,sometimes,no,2,school_bus,< 10,66,69,79,71.33333333
68,male,group D,high school,free/reduced,none,married,regularly,yes,3,Others,< 5,67,58,57,60.66666667
69,male,group C,associate's degree,standard,completed,married,sometimes,no,2,school_bus,< 10,71,67,59,65.66666667
70,male,group C,associate's degree,standard,none,married,sometimes,yes,1,private,< 10,71,67,69,69
71,female,group C,some college,standard,completed,married,regularly,yes,2,private,< 5,55,72,74,67
72,female,group B,some college,free/reduced,none,married,regularly,yes,1,school_bus,< 10,55,63,65,61
73,female,group C,master's degree,standard,none,married,regularly,yes,NotStated,school_bus,< 5,72,80,79,77
74,male,group B,high school,standard,none,divorced,regularly,yes,2,school_bus,< 10,73,73,70,72
75,male,group C,associate's degree,standard,none,single,regularly,yes,4,Others,< 5,73,70,69,70.66666667
76,female,group B,Others,standard,completed,widowed,sometimes,no,1,private,< 10,65,66,70,67
77,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,4,private,< 5,65,72,72,69.66666667
78,female,group C,high school,standard,completed,married,regularly,yes,NotStated,private,< 5,67,69,71,69
79,female,group D,master's degree,standard,none,married,regularly,yes,3,school_bus,NotStated,77,87,94,86
80,female,group C,some college,standard,none,married,regularly,yes,4,private,< 5,45,54,55,51.33333333
81,female,group D,some college,standard,none,divorced,sometimes,yes,3,Others,< 10,88,93,91,90.66666667
82,female,group E,some college,standard,none,single,sometimes,yes,4,school_bus,< 5,82,88,84,84.66666667
83,female,group C,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,62,74,68,68
84,female,group D,some college,free/reduced,none,married,sometimes,yes,2,private,< 5,46,68,68,60.66666667
85,male,group C,some high school,standard,none,married,never,yes,1,school_bus,< 10,85,83,77,81.66666667
86,female,group B,high school,standard,completed,married,sometimes,yes,2,school_bus,< 10,78,93,89,86.66666667
87,male,group D,some high school,standard,completed,married,regularly,yes,2,school_bus,> 10,73,66,73,70.66666667
88,male,group D,Others,free/reduced,none,NotStated,sometimes,NotStated,5,private,< 10,78,78,71,75.66666667
89,male,group E,associate's degree,standard,completed,married,regularly,no,3,school_bus,NotStated,83,69,76,76
90,male,group C,high school,standard,completed,married,sometimes,no,1,private,< 10,65,80,71,72
91,female,group C,high school,standard,completed,married,regularly,yes,0,school_bus,> 10,82,95,98,91.66666667
92,male,group D,high school,standard,none,divorced,never,yes,1,private,< 5,57,47,47,50.33333333
93,male,group C,some high school,standard,none,married,sometimes,NotStated,0,school_bus,< 5,58,49,49,52
94,female,group D,some college,free/reduced,none,married,regularly,yes,0,school_bus,< 10,63,81,78,74
95,male,group E,associate's degree,standard,none,married,sometimes,no,5,Others,< 5,65,65,57,62.33333333
96,female,group A,some high school,standard,NotStated,NotStated,regularly,yes,3,school_bus,< 5,50,60,59,56.33333333
97,female,group B,Others,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,28,40,37,35
98,male,group C,some college,free/reduced,none,married,never,yes,4,private,< 5,44,44,38,42
99,female,group C,some college,standard,none,married,sometimes,yes,1,private,< 10,37,45,45,42.33333333
100,male,group B,some high school,free/reduced,completed,married,sometimes,no,5,private,< 10,51,53,50,51.33333333
101,female,group C,some college,free/reduced,none,married,regularly,yes,3,school_bus,< 5,38,51,55,48
102,female,group A,master's degree,standard,none,married,sometimes,yes,2,Others,> 10,79,81,87,82.33333333
103,female,group D,bachelor's degree,standard,NotStated,divorced,sometimes,no,2,school_bus,> 10,58,82,83,74.33333333
104,female,group E,high school,standard,none,single,sometimes,no,4,private,< 10,61,68,64,64.33333333
105,female,group D,Others,free/reduced,none,single,sometimes,no,3,Others,> 10,44,50,57,50.33333333
106,male,group B,some college,standard,none,divorced,never,yes,4,school_bus,< 5,54,37,34,41.66666667
107,male,group C,high school,standard,completed,married,sometimes,yes,3,school_bus,< 10,64,54,57,58.33333333
108,female,group A,some college,standard,completed,married,regularly,yes,2,private,< 10,69,72,75,72
109,male,group D,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,< 10,91,80,88,86.33333333
110,male,group B,master's degree,standard,none,divorced,regularly,yes,NotStated,school_bus,< 10,76,62,60,66
111,female,group E,some college,standard,none,married,regularly,no,3,school_bus,< 10,57,58,55,56.66666667
112,male,group D,some college,free/reduced,none,divorced,NotStated,yes,0,school_bus,< 10,36,31,27,31.33333333
113,female,group A,high school,free/reduced,completed,married,regularly,yes,3,school_bus,< 10,62,70,76,69.33333333
114,male,group C,associate's degree,standard,none,married,never,no,3,private,< 5,62,64,61,62.33333333
115,female,group B,bachelor's degree,standard,completed,married,never,no,2,school_bus,< 10,63,66,73,67.33333333
116,female,NotStated,associate's degree,standard,completed,widowed,regularly,yes,2,school_bus,< 10,78,96,88,87.33333333
118,male,group C,some high school,standard,completed,married,sometimes,no,7,school_bus,< 10,49,48,53,50
119,female,group B,associate's degree,standard,NotStated,married,sometimes,yes,1,private,< 10,74,74,77,75
120,male,group C,some high school,standard,completed,married,sometimes,no,3,school_bus,> 10,80,70,70,73.33333333
121,male,group B,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,< 5,81,84,83,82.66666667
122,male,NotStated,bachelor's degree,standard,none,married,sometimes,yes,2,Others,< 10,80,78,79,79
123,male,group B,high school,standard,none,married,regularly,yes,2,school_bus,> 10,78,69,66,71
124,female,group A,associate's degree,free/reduced,completed,married,sometimes,NotStated,3,private,< 10,49,63,62,58
125,male,group C,master's degree,free/reduced,none,divorced,regularly,no,1,Others,< 10,71,73,66,70
126,female,group C,some college,free/reduced,none,married,regularly,yes,1,school_bus,> 10,64,72,71,69
127,male,group C,some college,standard,none,married,regularly,yes,2,school_bus,< 5,95,78,82,85
128,female,group B,high school,standard,none,married,regularly,no,NotStated,private,< 10,61,77,72,70
132,male,group B,some college,standard,none,married,regularly,yes,3,school_bus,< 10,77,69,68,71.33333333
133,male,group E,Others,free/reduced,none,married,NotStated,yes,0,school_bus,< 10,75,71,70,72
134,male,group C,bachelor's degree,standard,none,married,never,yes,0,school_bus,< 10,91,93,86,90
135,male,group E,some college,standard,none,single,sometimes,yes,1,school_bus,< 10,85,75,74,78
136,male,group D,associate's degree,standard,completed,married,sometimes,no,NotStated,school_bus,< 5,79,70,63,70.66666667
137,female,group C,associate's degree,standard,none,married,regularly,yes,4,school_bus,< 10,84,97,96,92.33333333
138,female,group C,bachelor's degree,standard,completed,single,regularly,yes,3,private,> 10,75,80,88,81
139,female,group E,some college,standard,completed,divorced,sometimes,yes,2,school_bus,< 10,69,68,73,70
140,female,group A,associate's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,39,57,52,49.33333333
141,male,group C,high school,standard,none,married,sometimes,no,4,school_bus,< 10,72,66,64,67.33333333
142,female,group E,high school,free/reduced,none,married,sometimes,yes,1,school_bus,< 10,38,39,45,40.66666667
143,male,group C,some high school,free/reduced,NotStated,divorced,sometimes,yes,2,school_bus,< 5,50,46,44,46.66666667
144,male,group B,some high school,standard,completed,married,sometimes,yes,0,school_bus,< 5,72,67,67,68.66666667
145,male,group B,some high school,free/reduced,completed,married,sometimes,yes,3,private,< 5,32,46,43,40.33333333
146,female,group E,master's degree,standard,none,divorced,regularly,no,3,school_bus,< 10,97,87,84,89.33333333
147,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,3,school_bus,< 5,76,74,74,74.66666667
148,female,group C,some high school,standard,none,divorced,sometimes,yes,1,school_bus,< 10,64,66,63,64.33333333
149,female,group C,some high school,standard,completed,divorced,sometimes,yes,0,Others,< 5,71,76,75,74
150,female,NotStated,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,< 5,54,49,55,52.66666667
152,male,group D,Others,standard,none,single,sometimes,yes,4,private,< 5,66,66,66,66
153,male,group C,high school,standard,completed,married,never,no,1,school_bus,< 10,78,72,68,72.66666667
154,female,group C,associate's degree,standard,none,single,sometimes,no,3,school_bus,< 10,95,97,94,95.33333333
155,male,group D,high school,standard,none,married,sometimes,yes,0,private,< 10,80,81,78,79.66666667
156,female,group D,some college,standard,completed,married,sometimes,no,NotStated,school_bus,< 10,42,47,59,49.33333333
157,female,group D,associate's degree,free/reduced,none,single,NotStated,yes,1,school_bus,< 10,49,57,54,53.33333333
158,male,group D,some high school,standard,none,divorced,sometimes,yes,1,school_bus,> 10,71,56,61,62.66666667
159,female,group D,some high school,standard,completed,divorced,regularly,NotStated,2,Others,< 10,85,96,97,92.66666667
160,female,NotStated,associate's degree,standard,none,married,never,no,1,private,< 10,52,64,65,60.33333333
161,female,group B,bachelor's degree,free/reduced,completed,divorced,regularly,yes,1,private,< 5,53,80,84,72.33333333
162,male,NotStated,some college,free/reduced,none,divorced,regularly,yes,7,school_bus,> 10,53,47,44,48
163,male,group E,some college,free/reduced,none,married,regularly,yes,4,private,< 10,79,70,70,73
164,male,group D,bachelor's degree,standard,completed,single,sometimes,no,2,private,< 10,91,85,93,89.66666667
165,female,group C,high school,standard,completed,married,sometimes,yes,7,school_bus,> 10,75,73,84,77.33333333
166,female,group C,high school,standard,none,divorced,sometimes,yes,3,Others,< 5,64,67,65,65.33333333
167,male,group D,some college,standard,none,single,regularly,yes,0,private,< 10,77,70,72,73
168,female,group B,bachelor's degree,standard,completed,married,regularly,yes,2,school_bus,< 5,69,82,84,78.33333333
169,male,group E,some high school,free/reduced,NotStated,married,regularly,yes,1,school_bus,> 10,85,82,77,81.33333333
170,female,group D,master's degree,standard,none,divorced,never,yes,1,school_bus,< 10,76,87,91,84.66666667
171,male,group D,bachelor's degree,standard,completed,married,regularly,no,4,school_bus,< 5,93,87,97,92.33333333
172,female,group E,some high school,standard,none,married,sometimes,yes,3,school_bus,< 5,81,85,79,81.66666667
173,male,group C,some high school,standard,none,married,sometimes,no,1,school_bus,< 10,74,70,69,71
174,female,group D,high school,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,58,68,65,63.66666667
175,female,group E,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,< 10,86,91,89,88.66666667
176,male,group D,some college,standard,none,single,sometimes,yes,1,school_bus,< 10,55,62,52,56.33333333
177,male,group A,associate's degree,standard,none,divorced,never,yes,0,school_bus,< 5,64,75,71,70
178,female,group B,associate's degree,standard,none,single,sometimes,NotStated,0,private,< 10,67,69,74,70
179,male,group B,some high school,free/reduced,none,married,regularly,no,2,private,< 10,57,52,45,51.33333333
180,male,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,private,< 10,77,76,81,78
181,male,group A,some college,standard,none,married,sometimes,yes,0,private,< 5,75,78,71,74.66666667
182,male,group B,some high school,standard,NotStated,single,regularly,yes,1,school_bus,< 10,83,83,75,80.33333333
183,male,group C,bachelor's degree,standard,completed,married,NotStated,yes,3,school_bus,< 10,68,67,69,68
186,male,group C,bachelor's degree,standard,none,married,never,no,3,school_bus,< 10,85,85,86,85.33333333
187,male,group C,Others,free/reduced,none,divorced,regularly,yes,0,school_bus,< 10,60,62,63,61.66666667
188,female,group D,associate's degree,free/reduced,none,single,regularly,yes,1,school_bus,< 10,69,69,67,68.33333333
189,female,group B,some high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,< 10,65,61,59,61.66666667
191,female,group C,Others,standard,none,married,regularly,yes,2,school_bus,< 10,85,95,89,89.66666667
192,female,NotStated,associate's degree,standard,none,single,sometimes,NotStated,0,school_bus,< 5,69,75,78,74
193,male,group A,associate's degree,standard,none,married,regularly,no,3,school_bus,< 10,80,77,73,76.66666667
194,female,group A,some high school,free/reduced,none,divorced,sometimes,yes,2,private,< 10,58,82,73,71
195,female,group D,master's degree,standard,none,single,regularly,yes,1,private,< 10,90,95,96,93.66666667
196,male,group B,some high school,standard,none,single,regularly,yes,NotStated,school_bus,< 10,69,66,59,64.66666667
197,male,group D,some college,free/reduced,none,married,regularly,no,1,school_bus,< 5,52,48,46,48.66666667
198,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,4,private,> 10,64,84,82,76.66666667
202,male,group C,some college,free/reduced,none,NotStated,regularly,yes,1,Others,< 10,73,69,64,68.66666667
203,female,group B,some high school,free/reduced,NotStated,married,regularly,no,2,private,> 10,45,62,64,57
204,female,group E,associate's degree,standard,completed,married,sometimes,no,1,private,< 5,77,81,87,81.66666667
205,male,group E,high school,free/reduced,none,single,regularly,no,3,school_bus,< 10,60,54,49,54.33333333
206,female,NotStated,high school,standard,NotStated,single,sometimes,yes,0,Others,> 10,65,64,75,68
207,male,group D,high school,free/reduced,completed,divorced,sometimes,no,3,private,< 10,62,59,63,61.33333333
208,female,group C,some college,free/reduced,completed,married,regularly,yes,2,school_bus,> 10,71,76,81,76
209,male,group D,associate's degree,standard,none,married,sometimes,yes,0,private,< 5,90,84,80,84.66666667
210,male,NotStated,associate's degree,standard,none,married,regularly,yes,3,school_bus,< 10,82,78,78,79.33333333
211,male,group C,some college,standard,completed,married,regularly,no,3,private,> 10,64,70,70,68
212,male,group C,some college,standard,none,divorced,sometimes,yes,2,school_bus,< 5,74,63,59,65.33333333
213,male,group D,high school,standard,none,married,sometimes,yes,1,Others,< 10,83,71,67,73.66666667
214,male,group D,bachelor's degree,standard,completed,widowed,NotStated,yes,1,school_bus,< 5,95,96,98,96.33333333
215,female,group B,high school,standard,NotStated,married,sometimes,no,1,school_bus,< 10,63,73,77,71
216,male,group B,some college,standard,NotStated,single,never,yes,3,school_bus,< 10,59,59,55,57.66666667
217,male,NotStated,some high school,free/reduced,none,married,never,no,2,school_bus,< 10,77,76,70,74.33333333
218,male,group B,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,< 10,98,88,93,93
219,male,group D,some college,free/reduced,none,single,never,yes,2,private,> 10,72,68,67,69
220,male,group E,associate's degree,standard,none,single,sometimes,yes,4,school_bus,< 5,90,85,80,85
221,male,group B,high school,standard,none,married,regularly,yes,NotStated,school_bus,< 10,90,93,84,89
222,female,group A,some high school,standard,completed,married,regularly,yes,3,private,> 10,63,66,70,66.33333333
223,male,group B,some college,standard,none,married,sometimes,no,5,school_bus,< 10,82,89,76,82.33333333
224,female,NotStated,associate's degree,standard,none,single,regularly,yes,3,school_bus,> 10,64,74,74,70.66666667
225,male,group A,high school,free/reduced,completed,divorced,sometimes,yes,NotStated,private,> 10,47,62,56,55
226,male,group E,some high school,free/reduced,none,married,regularly,yes,2,private,< 5,52,46,41,46.33333333
227,female,group D,high school,standard,none,single,regularly,no,2,school_bus,> 10,77,71,77,75
228,male,group D,some college,standard,none,single,sometimes,no,4,private,< 10,89,71,69,76.33333333
229,male,group C,some college,standard,NotStated,married,sometimes,yes,4,school_bus,< 10,64,61,59,61.33333333
230,female,group E,Others,free/reduced,none,widowed,never,no,1,school_bus,< 5,55,61,55,57
231,female,group C,associate's degree,standard,none,divorced,sometimes,yes,3,Others,< 10,81,87,80,82.66666667
232,male,group E,high school,standard,completed,divorced,regularly,yes,1,school_bus,< 5,71,59,55,61.66666667
233,female,group A,some college,standard,none,married,sometimes,yes,3,private,> 10,52,55,59,55.33333333
234,female,group C,high school,standard,none,married,regularly,yes,3,private,NotStated,59,73,71,67.66666667
235,female,group C,associate's degree,standard,completed,NotStated,sometimes,no,4,school_bus,< 5,62,73,72,69
237,female,group C,associate's degree,standard,completed,single,sometimes,yes,3,school_bus,< 5,66,86,88,80
240,female,group C,some high school,free/reduced,none,married,sometimes,no,5,school_bus,< 10,50,65,55,56.66666667
241,female,group B,associate's degree,standard,none,married,sometimes,yes,3,private,< 5,75,81,84,80
242,male,group C,some college,standard,none,married,sometimes,yes,NotStated,school_bus,< 5,67,63,59,63
243,male,group C,associate's degree,standard,none,divorced,sometimes,no,2,private,> 10,74,70,63,69
244,female,NotStated,master's degree,free/reduced,none,divorced,sometimes,yes,3,private,< 10,73,68,72,71
245,female,group D,master's degree,free/reduced,completed,single,never,yes,1,school_bus,< 10,50,82,80,70.66666667
246,male,group C,high school,free/reduced,completed,married,regularly,yes,1,school_bus,< 10,78,70,75,74.33333333
247,male,group C,master's degree,standard,none,married,never,no,2,school_bus,< 5,65,77,71,71
248,female,group D,high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,< 10,48,54,59,53.66666667
249,female,group C,some college,standard,completed,married,regularly,yes,2,school_bus,< 5,72,79,83,78
250,male,group E,high school,free/reduced,completed,married,regularly,no,3,school_bus,< 5,50,43,42,45
251,female,group C,some college,free/reduced,completed,married,regularly,yes,0,school_bus,< 10,40,43,54,45.66666667
252,female,group C,bachelor's degree,standard,none,married,sometimes,yes,NotStated,school_bus,NotStated,48,50,43,47
253,male,group B,bachelor's degree,standard,none,married,never,no,4,school_bus,< 10,49,43,43,45
254,female,group E,bachelor's degree,standard,none,married,sometimes,no,2,private,< 10,87,89,90,88.66666667
255,male,group C,associate's degree,standard,none,NotStated,sometimes,yes,1,school_bus,< 10,86,87,85,86
256,male,group B,Others,standard,NotStated,single,sometimes,yes,1,school_bus,> 10,53,54,54,53.66666667
257,female,group A,some college,standard,completed,married,sometimes,yes,3,Others,< 5,67,76,75,72.66666667
258,male,group C,associate's degree,standard,none,married,sometimes,no,2,private,> 10,76,68,62,68.66666667
259,male,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,3,Others,< 10,71,63,63,65.66666667
260,female,group E,bachelor's degree,free/reduced,none,divorced,NotStated,yes,0,school_bus,< 10,64,72,68,68
261,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3,school_bus,> 10,65,66,73,68
262,male,group B,some college,standard,none,married,regularly,yes,0,private,< 5,84,70,72,75.33333333
263,male,group C,bachelor's degree,standard,completed,married,sometimes,no,1,private,< 10,89,79,82,83.33333333
264,male,group C,some college,standard,completed,NotStated,sometimes,no,2,Others,< 5,81,69,73,74.33333333
265,female,group D,some college,standard,completed,married,sometimes,yes,3,private,< 10,84,96,95,91.66666667
266,male,group E,some college,standard,none,married,never,no,4,private,< 10,72,65,59,65.33333333
267,male,group D,some high school,standard,none,married,sometimes,yes,5,school_bus,< 10,68,64,59,63.66666667
268,male,group B,bachelor's degree,standard,none,single,NotStated,no,2,school_bus,< 10,65,66,65,65.33333333
269,male,group E,some college,free/reduced,completed,single,sometimes,yes,0,school_bus,< 10,77,84,81,80.66666667
270,male,group E,some high school,standard,none,divorced,never,no,1,school_bus,< 10,81,73,61,71.66666667
271,male,group B,some college,standard,none,married,sometimes,yes,NotStated,school_bus,> 10,48,52,43,47.66666667
272,female,group A,some high school,free/reduced,none,NotStated,regularly,yes,1,school_bus,< 5,47,61,62,56.66666667
273,male,group D,master's degree,free/reduced,completed,divorced,sometimes,yes,1,private,< 5,75,83,83,80.33333333
274,male,group D,associate's degree,free/reduced,completed,married,NotStated,NotStated,2,private,< 10,68,76,76,73.33333333
275,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,2,private,< 10,84,78,75,79
276,female,group D,some college,standard,completed,single,regularly,yes,NotStated,school_bus,< 10,60,64,71,65
277,male,group D,some college,standard,completed,married,regularly,NotStated,0,school_bus,< 10,100,88,92,93.33333333
278,male,group B,some high school,free/reduced,none,married,sometimes,no,1,private,NotStated,47,59,54,53.33333333
279,female,group D,some college,free/reduced,none,married,sometimes,yes,5,private,NotStated,35,52,46,44.33333333
280,male,group C,some high school,free/reduced,none,married,regularly,yes,2,school_bus,< 10,76,74,76,75.33333333
281,male,group C,some college,standard,none,married,sometimes,NotStated,2,school_bus,< 10,69,60,62,63.66666667
282,male,group B,some college,standard,none,divorced,sometimes,yes,2,Others,< 10,56,55,54,55
283,female,NotStated,some college,standard,completed,married,sometimes,yes,3,private,< 10,77,85,90,84
284,male,group A,high school,standard,none,married,sometimes,yes,3,school_bus,< 10,41,40,34,38.33333333
285,male,group A,some high school,free/reduced,none,married,sometimes,no,2,school_bus,< 10,42,44,42,42.66666667
286,female,NotStated,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,57,65,64,62
287,male,group B,some college,free/reduced,completed,married,sometimes,no,2,Others,< 10,57,62,60,59.66666667
288,male,group D,some high school,standard,none,married,regularly,yes,4,school_bus,< 5,64,53,54,57
289,male,group C,Others,standard,completed,married,sometimes,no,2,Others,< 10,67,69,68,68
290,female,group E,some college,standard,none,married,regularly,yes,1,school_bus,< 5,96,96,98,96.66666667
291,female,group D,some high school,standard,none,divorced,sometimes,no,1,school_bus,< 10,62,60,65,62.33333333
292,male,group C,some college,standard,none,divorced,sometimes,yes,3,private,< 10,81,76,69,75.33333333
293,female,group C,associate's degree,free/reduced,none,single,sometimes,yes,NotStated,Others,< 10,50,57,61,56
294,female,NotStated,some college,free/reduced,none,single,sometimes,yes,2,school_bus,< 10,49,70,64,61
295,male,group D,associate's degree,standard,none,divorced,sometimes,yes,2,private,< 5,63,58,55,58.66666667
296,female,group C,bachelor's degree,standard,completed,married,regularly,no,1,school_bus,< 5,93,92,100,95
297,male,group C,Others,free/reduced,none,married,NotStated,yes,5,school_bus,< 10,71,64,62,65.66666667
298,female,NotStated,bachelor's degree,free/reduced,completed,married,sometimes,no,NotStated,school_bus,> 10,67,87,82,78.66666667
299,female,group D,some high school,standard,none,single,regularly,NotStated,1,private,> 10,53,58,58,56.33333333
300,male,group C,some high school,standard,completed,married,regularly,no,2,private,< 5,67,56,61,61.33333333
301,male,group C,master's degree,free/reduced,completed,single,regularly,no,3,Others,< 5,53,58,55,55.33333333
302,male,group B,associate's degree,standard,none,NotStated,never,no,2,private,> 10,68,46,50,54.66666667
303,male,group D,some college,free/reduced,none,married,regularly,yes,3,school_bus,< 10,83,77,67,75.66666667
304,female,group C,associate's degree,standard,completed,single,sometimes,no,1,school_bus,< 10,70,83,85,79.33333333
306,male,group A,some college,standard,none,married,sometimes,no,1,school_bus,< 5,85,79,77,80.33333333
307,male,group C,bachelor's degree,standard,none,single,regularly,yes,1,school_bus,< 10,89,86,72,82.33333333
308,female,group E,high school,standard,none,married,regularly,no,7,school_bus,< 10,53,45,52,50
309,male,group B,associate's degree,standard,NotStated,married,sometimes,yes,1,school_bus,< 10,77,85,88,83.33333333
310,male,group C,bachelor's degree,standard,completed,single,sometimes,yes,1,private,< 5,70,69,67,68.66666667
311,female,group C,some high school,free/reduced,completed,single,sometimes,yes,2,school_bus,< 10,50,49,50,49.66666667
313,male,NotStated,some high school,standard,none,divorced,sometimes,yes,0,school_bus,< 10,81,60,64,68.33333333
314,female,group C,master's degree,free/reduced,none,widowed,sometimes,yes,0,school_bus,< 5,45,60,59,54.66666667
315,male,group E,some high school,standard,none,single,sometimes,no,1,Others,< 5,70,67,64,67
316,female,group B,associate's degree,standard,completed,widowed,regularly,no,2,school_bus,< 10,86,91,91,89.33333333
317,male,group B,some college,standard,completed,married,sometimes,no,2,school_bus,< 10,79,72,76,75.66666667
318,female,group B,Others,standard,none,single,regularly,yes,3,private,< 10,60,57,61,59.33333333
319,female,group C,bachelor's degree,standard,none,married,sometimes,yes,1,private,< 10,60,76,78,71.33333333
320,male,group B,master's degree,standard,completed,single,regularly,no,1,school_bus,< 10,75,84,77,78.66666667
321,female,NotStated,some high school,free/reduced,none,married,sometimes,yes,1,private,< 5,49,64,58,57
322,male,group C,Others,standard,completed,married,sometimes,no,1,school_bus,< 5,82,76,81,79.66666667
323,female,group D,some college,free/reduced,none,married,sometimes,yes,NotStated,school_bus,< 10,43,48,50,47
324,male,group C,high school,standard,none,married,never,yes,2,private,< 10,78,76,66,73.33333333
325,male,group D,high school,standard,none,married,sometimes,yes,0,private,< 5,75,72,71,72.66666667
326,male,NotStated,some high school,free/reduced,none,widowed,regularly,yes,2,private,< 10,54,56,50,53.33333333
327,female,NotStated,high school,standard,none,NotStated,sometimes,yes,3,Others,< 5,81,80,77,79.33333333
328,female,group C,high school,standard,completed,married,sometimes,yes,4,school_bus,< 10,47,61,73,60.33333333
329,male,group E,some college,free/reduced,none,married,sometimes,yes,2,school_bus,< 10,45,43,37,41.66666667
330,female,group D,master's degree,standard,none,widowed,sometimes,no,3,school_bus,< 5,76,97,94,89
331,female,group C,some college,standard,completed,married,sometimes,yes,NotStated,school_bus,< 10,49,59,60,56
332,male,group B,some college,free/reduced,none,divorced,NotStated,yes,6,school_bus,< 10,52,57,52,53.66666667
333,male,group C,high school,standard,none,divorced,sometimes,yes,2,school_bus,< 5,54,54,41,49.66666667
334,female,group D,high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,46,57,62,55
335,female,group B,high school,standard,completed,divorced,never,yes,0,private,< 10,76,87,86,83
336,male,group E,some high school,free/reduced,completed,married,NotStated,NotStated,4,private,< 10,59,59,50,56
337,female,group D,some high school,standard,completed,divorced,sometimes,yes,1,school_bus,< 5,64,75,76,71.66666667
338,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,private,< 10,59,71,67,65.66666667
339,female,group D,high school,standard,none,married,regularly,yes,2,school_bus,< 10,67,73,74,71.33333333
340,male,group B,associate's degree,standard,none,married,never,yes,1,private,> 10,79,68,59,68.66666667
341,male,NotStated,bachelor's degree,free/reduced,none,divorced,regularly,yes,0,school_bus,< 5,74,70,69,71
342,male,group B,high school,free/reduced,none,divorced,sometimes,yes,2,school_bus,< 5,47,49,35,43.66666667
343,female,group D,bachelor's degree,free/reduced,completed,NotStated,sometimes,yes,4,school_bus,< 10,68,87,88,81
344,female,group C,some college,free/reduced,none,married,regularly,no,6,school_bus,< 5,33,51,49,44.33333333
345,female,group D,associate's degree,standard,none,married,regularly,yes,2,private,< 10,70,78,80,76
346,female,group D,some high school,standard,none,married,NotStated,no,3,private,< 5,58,75,71,68
